"","x_","y_","t_","burst_"
"412",4315011.76618577,3449855.15485162,2008-07-14 18:00:45,14
"413",4314356.62367946,3449504.46342782,2008-07-15 00:00:23,14
"414",4314726.41097437,3449482.24476456,2008-07-15 06:00:47,14
"415",4314669.26521828,3449473.05329146,2008-07-15 12:00:49,14
"416",4314743.67140416,3449570.98686036,2008-07-15 18:00:47,14
"417",4313998.75862703,3449167.56980001,2008-07-16 00:00:16,14
"418",4314675.23737108,3449470.96927959,2008-07-16 06:00:50,14
"419",4314805.90760904,3449445.12792426,2008-07-16 12:00:33,14
"420",4314762.05548318,3449385.7567073,2008-07-16 18:00:47,14
"421",4314765.41464305,3449269.72771161,2008-07-17 04:02:23,15
"422",4314679.32256176,3449476.91064009,2008-07-17 10:03:12,15
"423",4314813.08240119,3449528.0133879,2008-07-17 16:03:56,15
"424",4315006.81008569,3449222.32589999,2008-07-17 22:04:55,15
"425",4315036.99107268,3449375.87515421,2008-07-18 04:05:41,15
"426",4315037.73646671,3449357.86749708,2008-07-18 10:06:54,15
"427",4314805.85998745,3449583.10661202,2008-07-18 18:01:23,16
"428",4315034.49122265,3449269.9273476,2008-07-19 00:01:23,16
"429",4315037.89210457,3449368.86354563,2008-07-19 06:00:54,16
"430",4315081.2773193,3449395.24654033,2008-07-19 12:00:55,16
"431",4314986.3455037,3449472.57506895,2008-07-19 18:01:51,16
"432",4315062.96091106,3449090.5537845,2008-07-20 00:00:48,16
"433",4315024.8758117,3449791.97979496,2008-07-20 06:00:43,16
"434",4314996.31227238,3449823.37822644,2008-07-20 12:00:54,16
"435",4314908.66901368,3449779.62315802,2008-07-20 18:01:12,16
"436",4315266.20293431,3448891.71471129,2008-07-21 00:00:23,16
"437",4315253.3733732,3448479.96126074,2008-07-21 06:00:41,16
"438",4315303.33455193,3448476.25617997,2008-07-21 12:01:11,16
"439",4315332.39324303,3448479.84517147,2008-07-21 18:00:53,16
"440",4316239.34350835,3449306.9001236,2008-07-22 00:00:48,16
"441",4316151.94073133,3449492.10528857,2008-07-22 06:01:24,16
"442",4316026.28068327,3449447.88796694,2008-07-22 12:02:31,16
"443",4315956.20020942,3449372.89021891,2008-07-22 18:00:53,16
"444",4315106.30885659,3448972.96022498,2008-07-23 00:00:47,16
"445",4314814.58296782,3448291.18808783,2008-07-23 06:00:50,16
"446",4314766.92334633,3448386.84606235,2008-07-23 12:00:54,16
"447",4314774.07947365,3448397.74328954,2008-07-23 18:00:44,16
"448",4315459.84802031,3449286.916325,2008-07-24 00:01:29,16
"449",4315584.65366045,3449624.09915014,2008-07-24 06:01:01,16
"450",4315549.69352402,3449627.59248642,2008-07-24 12:01:41,16
"451",4315581.58268776,3449619.14333152,2008-07-24 18:00:56,16
"452",4316438.73554215,3449048.12427269,2008-07-25 00:00:42,16
"453",4316376.67449282,3449045.00174484,2008-07-25 06:00:53,16
"454",4316375.72149735,3449119.0032992,2008-07-25 12:01:51,16
"455",4316378.84444362,3449056.96915627,2008-07-25 18:00:53,16
"456",4316236.30547545,3449374.93208689,2008-07-26 00:00:41,16
"457",4316189.71243978,3449404.58567991,2008-07-26 06:01:52,16
"458",4316098.11612236,3449434.87505476,2008-07-26 12:00:53,16
"459",4316026.68642986,3449405.88899577,2008-07-26 18:01:45,16
"460",4316529.7420586,3449046.83845425,2008-07-27 00:00:08,16
"461",4316150.86990384,3449487.12122338,2008-07-27 06:00:53,16
"462",4316140.82672276,3449484.26359551,2008-07-27 12:01:18,16
"463",4316180.06548496,3449429.71794154,2008-07-27 18:00:59,16
"464",4316149.85593795,3449274.16985926,2008-07-28 00:00:51,16
"465",4317336.9695934,3449683.32595143,2008-07-28 06:00:44,16
"466",4317345.81935991,3449743.19106391,2008-07-28 12:01:17,16
"467",4317334.51654927,3449651.365849,2008-07-28 18:00:54,16
"468",4316378.67463635,3449044.97348616,2008-07-29 00:00:41,16
"469",4316242.29175963,3449373.84767308,2008-07-29 06:00:54,16
"470",4316263.03856541,3449355.55746019,2008-07-29 12:01:51,16
"471",4316176.92375817,3449419.76393952,2008-07-29 18:01:27,16
"472",4315235.13866255,3444787.79256023,2009-01-09 06:01:18,17
"473",4315213.61802466,3444822.09117169,2009-01-09 12:01:46,17
"474",4315042.09751774,3444788.51784118,2009-01-09 18:01:12,17
"475",4315083.00525883,3444851.93065437,2009-01-10 00:01:43,17
"476",4315205.26394396,3444797.2129129,2009-01-10 06:00:50,17
"477",4315225.25113287,3444795.93091772,2009-01-10 12:01:44,17
"478",4315048.91414408,3444775.42359886,2009-01-10 18:00:53,17
"479",4315065.64658775,3444756.1903014,2009-01-11 00:00:37,17
"480",4315239.70460736,3444827.72200486,2009-01-11 06:00:47,17
"481",4315223.18029021,3444790.96091299,2009-01-11 12:01:42,17
"482",4314797.15578371,3444867.96364499,2009-01-11 18:00:54,17
"483",4314087.52654412,3445826.83455042,2009-01-12 00:02:43,17
"484",4313988.3963638,3446880.07242894,2009-01-12 06:00:50,17
"485",4313992.53808297,3446890.01243551,2009-01-12 12:00:41,17
"486",4313931.55790482,3446821.88368199,2009-01-12 18:00:42,17
"487",4313994.34022092,3446875.98915632,2009-01-13 00:00:23,17
"488",4313982.94752054,3446919.14332652,2009-01-13 06:01:11,17
"489",4314168.7827492,3445772.69589461,2009-01-16 20:00:33,18
"490",4314022.09175139,3446928.58932123,2009-01-17 02:03:08,18
"491",4314036.90896304,3446915.38219824,2009-01-17 12:00:54,19
"492",4314136.24712828,3445806.15002865,2009-01-17 18:00:54,19
"493",4314079.51583911,3445896.93692853,2009-01-18 00:00:29,19
"494",4313036.25379563,3444766.82920237,2009-01-19 00:01:41,20
"495",4313721.43221889,3444837.15105778,2009-01-19 06:01:42,20
"496",4313777.04015659,3444808.37067624,2009-01-19 12:00:54,20
"497",4313735.94605665,3444943.93018176,2009-01-19 18:00:56,20
"498",4314059.79727584,3445917.21215542,2009-01-20 00:00:28,20
"499",4313989.49543815,3446887.05583964,2009-01-20 06:01:48,20
"500",4313999.496155,3446886.91469468,2009-01-20 12:02:19,20
"501",4314185.54752224,3445826.45106121,2009-01-20 18:00:54,20
"502",4314158.50321462,3445823.83319056,2009-01-21 00:00:53,20
"503",4314085.31427886,3445811.86805684,2009-01-21 06:00:44,20
"504",4314082.22921932,3445805.91250866,2009-01-21 12:00:55,20
"505",4311466.84473462,3442716.26245918,2009-01-21 20:00:49,21
"506",4312109.57038761,3444806.89473951,2009-01-22 02:01:50,21
"507",4312064.48287215,3445084.48949835,2009-01-22 12:01:50,22
"508",4313424.36932283,3444838.3426213,2009-01-22 18:03:02,22
"509",4313912.77110205,3445635.33018927,2009-01-23 00:00:56,22
"510",4314026.6818305,3445909.68071138,2009-01-23 06:00:54,22
"511",4314073.77612832,3445774.03667642,2009-01-23 12:01:39,22
"512",4314123.88260201,3445851.31766301,2009-01-23 18:00:53,22
"513",4314007.80788077,3446908.79399914,2009-01-24 00:01:09,22
"514",4313976.3813603,3446879.24215559,2009-01-24 06:00:36,22
"515",4313976.60765187,3446895.23649901,2009-01-24 12:01:11,22
"516",4313428.59493297,3446127.08847026,2009-01-24 18:00:53,22
"517",4314118.26618423,3445666.42511085,2009-01-25 00:00:53,22
"518",4314042.01430204,3445791.48231693,2009-01-25 06:00:41,22
"519",4314084.56477129,3445758.88670854,2009-01-25 12:00:54,22
"520",4313923.90309682,3445715.16094693,2009-01-25 18:00:48,22
"521",4314275.31130429,3446020.15441064,2009-01-26 00:00:41,22
"522",4314057.5993134,3446893.09356872,2009-01-26 06:02:18,22
"523",4314029.89431795,3446914.48135499,2009-01-26 12:00:55,22
"524",4313908.39471705,3446952.19058697,2009-01-26 18:01:24,22
"525",4314021.95031784,3446918.59285788,2009-01-27 00:00:54,22
"526",4313973.57915023,3446893.27954933,2009-01-27 06:01:11,22
"527",4313978.80580082,3446909.20332026,2009-01-27 12:00:55,22
"528",4314216.21642399,3445661.04338974,2009-01-27 18:00:47,22
"529",4314195.28966612,3445737.32714377,2009-01-28 00:02:14,22
"530",4314119.24994057,3445877.37907647,2009-01-28 06:01:24,22
"531",4314095.50897165,3445754.73286958,2009-01-28 12:01:12,22
"532",4314284.2251391,3445731.07275718,2009-01-28 18:00:43,22
"533",4314083.27570808,3445879.88646003,2009-01-29 00:01:51,22
"534",4314086.93658487,3445855.83845546,2009-01-29 06:00:53,22
"535",4314089.46612859,3445751.81860516,2009-01-29 12:00:53,22
"536",4314406.65996822,3445547.37253871,2009-01-29 18:00:44,22
"537",4314731.7086352,3445261.82758921,2009-01-30 00:02:02,22
"538",4313947.56100627,3446114.76615736,2009-02-13 00:02:23,23
"539",4314088.31448827,3445811.8257167,2009-02-13 06:02:21,23
"540",4314080.18266969,3445731.95266156,2009-02-13 12:01:51,23
"541",4313992.27552185,3445740.19214545,2009-02-13 18:00:55,23
"542",4314110.07750123,3446077.47798646,2009-02-14 00:01:36,23
"543",4313377.4805197,3445907.84304117,2009-02-14 06:02:24,23
"544",4313421.83323772,3445861.22423157,2009-02-14 12:02:17,23
"545",4312691.06388184,3445891.5305136,2009-02-14 18:01:48,23
"546",4312557.89769856,3445599.45299868,2009-02-15 00:02:48,23
"547",4311494.15180285,3444364.63824891,2009-02-15 06:01:48,23
"548",4311498.33584491,3444377.57735973,2009-02-15 12:02:49,23
"549",4311859.00814305,3443498.62018894,2009-02-15 18:03:04,23
"550",4311829.68085443,3443758.99576162,2009-02-16 00:02:57,23
"551",4311728.64543306,3444041.3791583,2009-02-16 06:01:05,23
"552",4311760.91977662,3444130.91096639,2009-02-16 12:01:12,23
"553",4313835.19084459,3444393.612345,2009-02-16 20:00:53,24
"554",4313609.29894393,3444334.80862782,2009-02-17 02:01:23,24
"555",4313563.66718505,3444432.43790303,2009-02-17 08:08:33,24
"556",4313590.10726118,3444463.06025244,2009-02-17 14:10:23,24
"557",4313562.48991808,3444278.477511,2009-02-17 20:12:10,24
"558",4313308.79642106,3443739.13697973,2009-02-18 02:13:53,24
"559",4313322.27859184,3444055.89979872,2009-02-18 08:15:11,24
"560",4313295.28719184,3443986.29093306,2009-02-18 14:17:34,24
"561",4311850.89799248,3443561.72535488,2009-02-18 20:18:41,24
"562",4310153.00126362,3443530.66386288,2009-02-19 02:19:25,24
"563",4310006.08966624,3443539.73281111,2009-02-19 08:21:11,24
"564",4309947.20936265,3443478.57125294,2009-02-19 14:22:23,24
"565",4309967.51962739,3443146.33245549,2009-02-19 20:22:56,24
"566",4310080.91132582,3443525.68046475,2009-02-20 02:23:26,24
"567",4310058.13906159,3443612.98886393,2009-02-20 08:24:23,24
"568",4310054.89104671,3443737.01685535,2009-02-20 14:25:24,24
"569",4309755.03573465,3443682.25001212,2009-02-20 20:25:55,24
"570",4310018.8123378,3443307.58670446,2009-02-21 02:27:23,24
"571",4310092.13821897,3443541.51998973,2009-02-21 08:28:41,24
"572",4310088.78471351,3443516.57081864,2009-02-21 14:30:41,24
"573",4309816.47423221,3443004.48089061,2009-02-21 20:31:25,24
"574",4310040.56930644,3443502.25230355,2009-02-22 02:33:21,24
"575",4309953.32284317,3443486.48397663,2009-02-22 08:35:22,24
"576",4309942.73186427,3443515.62904956,2009-02-22 14:37:12,24
"577",4309921.79897214,3443166.97374832,2009-02-22 20:37:49,24
"578",4309722.52591172,3443363.75351992,2009-02-23 02:38:26,24
"579",4310120.47938315,3443565.117228,2009-02-23 08:39:32,24
"580",4310130.26056885,3443690.96134798,2009-02-23 14:41:50,24
"581",4314342.11602568,3445722.25694194,2009-02-23 20:43:11,24
"582",4313996.84328766,3446063.07846002,2009-02-24 02:43:50,24
"583",4313371.18313987,3445886.93507257,2009-02-24 08:45:44,24
"584",4313368.84362287,3445862.97171567,2009-02-24 14:47:46,24
"585",4313576.28249713,3445890.04031019,2009-02-24 20:48:25,24
"586",4313441.63828246,3446129.90397708,2009-02-25 02:49:12,24
"587",4313368.85776348,3445863.97136473,2009-02-25 08:50:19,24
"588",4313362.82905686,3445862.05672632,2009-02-25 14:54:10,24
"589",4313357.48068668,3446191.08228533,2009-02-25 20:54:55,24
"590",4313088.08984984,3446097.89773918,2009-02-26 02:56:52,24
"591",4312839.76871517,3446221.38274961,2009-02-26 08:58:39,24
"592",4312827.71128734,3446217.55344698,2009-02-26 15:00:53,24
"593",4313350.58150801,3445986.21073952,2009-02-26 21:03:24,24
"594",4313439.24452306,3445889.97417605,2009-02-27 03:04:48,24
"595",4313373.05601589,3445877.91001135,2009-02-27 09:06:27,24
"596",4313373.71671183,3445853.90432424,2009-02-27 15:08:11,24
"597",4312928.62992104,3445361.25861458,2009-02-27 21:09:12,24
"598",4313416.88553192,3445794.30418671,2009-02-28 03:10:17,24
"599",4313026.75246959,3445933.78801864,2009-02-28 09:11:54,24
"600",4313009.05838919,3445885.0450338,2009-02-28 15:12:54,24
"601",4312557.92976914,3445672.4416027,2009-02-28 21:13:54,24
"602",4312312.77077297,3445665.90085851,2009-03-01 03:14:47,24
"603",4312343.25649732,3445487.49751297,2009-03-01 09:16:10,24
"604",4312343.17166723,3445481.49960557,2009-03-01 15:17:17,24
"605",4313435.36758627,3445828.03827145,2009-03-01 21:19:12,24
"606",4313065.9133161,3445732.26589803,2009-03-02 03:20:14,24
"607",4312862.72272949,3445864.11284147,2009-03-02 09:21:51,24
"608",4312847.80649395,3445870.32235268,2009-03-02 15:23:24,24
"609",4313082.48926693,3446196.96175631,2009-03-02 21:23:56,24
"610",4313049.80583451,3446361.39798567,2009-03-03 03:24:26,24
"611",4313335.14993176,3446097.41162896,2009-03-03 09:26:14,24
"612",4313339.10779426,3446094.35624217,2009-03-03 15:26:56,24
"613",4313733.04695699,3446011.80944131,2009-03-03 21:27:47,24
"614",4313561.32988439,3444974.38963759,2009-03-04 03:28:26,24
"615",4312105.74027173,3445101.90503062,2009-03-04 09:29:24,24
"616",4312099.90949162,3445113.98547355,2009-03-04 15:30:11,24
"617",4313505.46357473,3444914.1869892,2009-03-04 21:30:56,24
"618",4313767.18471347,3444889.49754732,2009-03-05 04:01:03,25
"619",4313812.43846836,3444835.86701009,2009-03-05 12:00:53,26
"620",4313577.09061921,3444957.1698299,2009-03-05 18:00:52,26
"621",4313355.49675004,3445202.25976666,2009-03-06 00:05:43,26
"622",4312099.90949162,3445113.98547355,2009-03-06 06:06:27,26
"623",4312100.00845324,3445120.98303889,2009-03-06 12:09:19,26
"624",4313064.64206331,3445925.2547003,2009-03-06 18:10:56,26
"625",4313404.8356799,3445154.57075801,2009-03-07 00:11:55,26
"626",4312042.49911352,3445156.78881897,2009-03-07 06:13:52,26
"627",4312033.80949092,3445178.90809013,2009-03-07 12:15:40,26
"628",4310893.42016864,3444112.14428688,2009-03-07 18:18:26,26
"629",4312092.72520608,3445101.08871379,2009-03-08 00:19:13,26
"630",4312068.9350371,3444833.4639026,2009-03-08 06:22:19,26
"631",4312090.99314677,3444837.15226379,2009-03-08 12:24:21,26
"632",4313597.34267693,3444903.89206454,2009-03-09 00:28:18,27
"633",4313731.33392923,3444830.01240446,2009-03-09 06:29:17,27
"634",4313753.05264896,3444809.70897515,2009-03-09 12:30:53,27
"635",4313391.07124154,3445100.77306481,2009-03-09 18:31:25,27
"636",4313070.10128809,3445816.19414447,2009-03-10 00:33:46,27
"637",4312028.70649539,3445100.9916237,2009-03-10 06:35:11,27
"638",4312049.75408715,3445174.6838406,2009-03-10 12:37:21,27
"639",4312443.81883481,3445596.06275731,2009-03-10 18:39:18,27
"640",4313533.12234637,3444818.81102934,2009-03-11 06:43:47,28
"641",4313687.34121243,3444760.64361968,2009-03-11 12:44:55,28
"642",4313143.68258964,3445007.27760882,2009-03-11 18:46:25,28
"643",4313309.11849275,3443974.0976097,2009-03-12 06:50:23,29
"644",4312629.59473618,3443737.71807612,2009-03-12 12:50:55,29
"645",4313325.85411786,3443742.89577673,2009-03-12 18:51:42,29
"646",4313269.76184977,3443666.69838153,2009-03-13 00:53:24,29
"647",4313290.10306445,3443973.36598878,2009-03-13 06:54:26,29
"648",4313297.17422761,3443978.26550165,2009-03-13 12:55:54,29
"649",4313331.91159819,3445090.60933217,2009-03-13 18:56:23,29
"650",4313799.61496892,3444990.02475838,2009-03-14 00:57:13,29
"651",4313811.11318701,3444812.88916949,2009-03-14 06:57:55,29
"652",4313809.48713604,3444697.92940034,2009-03-14 12:58:53,29
"653",4314010.41348184,3444901.06329997,2009-03-14 18:59:26,29
"654",4313537.62132069,3444924.73164391,2009-03-15 01:00:11,29
"655",4311968.4655388,3445155.83308796,2009-03-15 07:01:23,29
"656",4312055.9100281,3445185.59539873,2009-03-15 13:02:38,29
"657",4313361.21054601,3445111.19283486,2009-03-15 19:03:19,29
"658",4313721.56852228,3445271.08374358,2009-03-16 01:03:55,29
"659",4313272.58782023,3444644.51317478,2009-03-16 07:04:43,29
"660",4313272.08260056,3444679.51507256,2009-03-16 13:05:26,29
"661",4313429.84772417,3445084.2284077,2009-03-16 19:06:24,29
"662",4313553.45658645,3444983.4993662,2009-03-17 01:06:56,29
"663",4312057.37242818,3444864.62236195,2009-03-17 07:08:16,29
"664",4312053.79678568,3445177.62638671,2009-03-17 13:08:56,29
"665",4313134.55163292,3443866.57626151,2009-03-17 19:11:18,29
"666",4313671.76506616,3444012.97524777,2009-03-18 01:12:53,29
"667",4312659.25945201,3444845.13580519,2009-03-18 07:14:19,29
"668",4312661.57062566,3444867.09993381,2009-03-18 13:15:54,29
"669",4313325.71322966,3445076.69887879,2009-03-18 19:16:41,29
"670",4313610.18043564,3445528.61671236,2009-03-19 01:17:26,29
"671",4312105.12190957,3445128.90974244,2009-03-19 07:18:55,29
"672",4312094.43583553,3445222.04662156,2009-03-19 13:21:42,29
"673",4313599.27595418,3444969.85486803,2009-03-20 01:25:25,30
"674",4312668.38732488,3444854.00572525,2009-03-20 07:26:26,30
"675",4312855.62290606,3444796.37304325,2009-03-20 13:28:19,30
"676",4313219.99880132,3443684.39778943,2009-03-20 19:30:19,30
"677",4313165.40505117,3443714.1635509,2009-03-21 01:32:17,30
"678",4312944.33080254,3444208.20908068,2009-03-21 07:33:11,30
"679",4312054.86386411,3445111.62113527,2009-03-21 13:34:11,30
"680",4311066.13175483,3445149.55785842,2009-03-21 20:01:27,31
"681",4311240.19761375,3445363.0721714,2009-03-22 02:00:46,31
"682",4312015.24270937,3445139.17584453,2009-03-22 12:01:17,32
"683",4311949.41810057,3445082.11264741,2009-03-22 18:01:11,32
"684",4312876.19163201,3446179.87513371,2009-03-23 00:02:01,32
"685",4312570.70941783,3446010.21056267,2009-03-23 06:00:54,32
"686",4312013.6661732,3444886.23556027,2009-03-23 12:02:40,32
"687",4311961.21668414,3444431.04241779,2009-03-23 18:01:40,32
"688",4313061.72423761,3446143.26288887,2009-03-24 00:02:45,32
"689",4312659.99863568,3446028.94808038,2009-03-24 06:00:38,32
"690",4312543.15985942,3446042.59433891,2009-03-24 12:01:50,32
"691",4312746.71825844,3445936.73853346,2009-03-24 18:02:14,32
"692",4313530.91129994,3445086.80196015,2009-03-25 00:00:56,32
"693",4313288.73031057,3444654.28396162,2009-03-25 06:01:11,32
"694",4313291.63154773,3444647.24408016,2009-03-25 12:01:17,32
"695",4313594.23318984,3444966.92646647,2009-03-25 18:00:43,32
"696",4313964.51958035,3444838.72038715,2009-03-26 00:01:26,32
"697",4313826.62324535,3444848.66491078,2009-03-26 06:00:28,32
"698",4312086.65357736,3444813.21700861,2009-03-26 12:01:26,32
"699",4312104.1915728,3444568.00590693,2009-03-26 18:02:35,32
"700",4312614.37863619,3445561.66189396,2009-03-27 00:00:54,32
"701",4312134.10564193,3444773.55364114,2009-03-27 06:00:54,32
"702",4311996.25499523,3444857.48536404,2009-03-27 12:01:19,32
"703",4312035.38100036,3444511.98459758,2009-03-27 18:01:41,32
"704",4312649.12190578,3445189.22750533,2009-03-28 00:00:36,32
"705",4312173.18274521,3444848.99134128,2009-03-28 06:00:56,32
"706",4312130.61428738,3444809.59754695,2009-03-28 12:01:12,32
"707",4312523.21861416,3445057.02324521,2009-03-28 18:02:21,32
"708",4312768.66005956,3445083.55698391,2009-03-29 00:01:18,32
"709",4312055.74037929,3445173.59957283,2009-03-29 06:01:27,32
"710",4312123.47294662,3445082.65778854,2009-03-29 18:00:56,33
"711",4312778.4769648,3445070.42045832,2009-03-30 00:01:17,33
"712",4313733.9279299,3444871.96948947,2009-03-30 06:00:57,33
"713",4313759.44896962,3444837.61451701,2009-03-30 12:01:12,33
"714",4313374.10378158,3444679.07570351,2009-03-30 18:01:39,33
"715",4313652.68324202,3445139.07575023,2009-03-31 00:00:25,33
"716",4312088.65371927,3444813.18880409,2009-03-31 06:00:48,33
"717",4312050.35779368,3444863.72142443,2009-03-31 12:02:18,33
"718",4312223.18262551,3444777.29676904,2009-03-31 18:01:17,33
"719",4312777.32137208,3445059.43840054,2009-04-01 00:00:47,33
"720",4312054.72617032,3445172.61402327,2009-04-01 06:00:55,33
"721",4312019.70952672,3445172.10795932,2009-04-01 12:01:52,33
"722",4312174.96836461,3445328.89487701,2009-04-01 18:02:20,33
"723",4312732.04771982,3445536.0057543,2009-04-02 00:00:41,33
"724",4312094.50283353,3445156.05548114,2009-04-02 06:01:55,33
"725",4312095.96575536,3445118.04049328,2009-04-02 12:01:41,33
"726",4312205.18929723,3445202.48743947,2009-04-02 18:02:10,33
"727",4313723.19582625,3444891.1180544,2009-04-03 00:00:49,33
"728",4312834.0313727,3444825.67326853,2009-04-03 06:01:22,33
"729",4312845.26875577,3444771.52281251,2009-04-03 12:01:39,33
"730",4313029.2608275,3444908.90663829,2009-04-03 18:01:17,33
"731",4312295.49431947,3445788.1262557,2009-04-04 00:02:31,33
"732",4312037.55162924,3445089.86852655,2009-04-04 06:01:31,33
"733",4312099.19216785,3445133.99261994,2009-04-04 12:01:23,33
"734",4311964.17840063,3444781.94890139,2009-04-04 18:01:19,33
"735",4312803.36937952,3445133.0599363,2009-04-05 00:00:44,33
"736",4312654.25538811,3444774.21694425,2009-04-05 06:01:34,33
"737",4312658.17455471,3444839.15199951,2009-04-05 12:00:56,33
"738",4312606.98047688,3444967.8549871,2009-04-05 18:02:14,33
"739",4313200.23412059,3444974.4846421,2009-04-06 02:00:53,34
"740",4312109.99503016,3445119.84235894,2009-04-06 12:01:23,35
"741",4312186.18793985,3445202.75540279,2009-04-06 18:02:22,35
"742",4313174.97787807,3444956.84362291,2009-04-07 00:01:14,35
"743",4312840.35323469,3444777.59125149,2009-04-07 06:01:01,35
"744",4312652.19869697,3444770.24654647,2009-04-07 12:01:11,35
"745",4312835.48012765,3444786.65864522,2009-04-07 18:00:53,35
"746",4312692.93461224,3445316.59040751,2009-04-08 00:01:11,35
"747",4312076.1198371,3445129.31872129,2009-04-08 06:01:08,35
"748",4312075.64596694,3444954.35135498,2009-04-08 12:01:52,35
"749",4312201.55964545,3445016.56626171,2009-04-08 18:01:53,35
"750",4312433.11031362,3445263.26354467,2009-04-09 00:01:16,35
"751",4312004.29797484,3444860.37150712,2009-04-09 06:01:27,35
"752",4312016.98105171,3444979.17504953,2009-04-09 12:01:52,35
"753",4312076.70625229,3445029.32528725,2009-04-09 18:01:47,35
"754",4313156.73626332,3444940.10349656,2009-04-10 00:01:12,35
"755",4312086.85201357,3445110.17019991,2009-04-10 06:01:08,35
"756",4312097.99417298,3445120.01159219,2009-04-10 12:01:24,35
"757",4312119.83347793,3445249.68430351,2009-04-10 18:01:50,35
"758",4312667.18175825,3445758.88738516,2009-04-11 00:00:54,35
"759",4312637.47772609,3446063.2606305,2009-04-11 06:01:36,35
"760",4312717.6262595,3446355.0858095,2009-04-11 12:01:24,35
"761",4312635.39018322,3446269.25899982,2009-04-11 18:00:55,35
"762",4313752.5432511,3446046.52900033,2009-04-12 00:00:29,35
"763",4314145.72857731,3445840.01103544,2009-04-12 06:00:53,35
"764",4314157.85669119,3445848.83850145,2009-04-12 12:00:55,35
"765",4314149.92684234,3445853.94965091,2009-04-12 18:00:53,35
"766",4313862.47632045,3445968.98927467,2009-04-13 00:01:18,35
"767",4314122.07062852,3446925.17853556,2009-04-13 06:00:27,35
"768",4314008.10078898,3446858.79756354,2009-04-13 12:00:55,35
"769",4313992.38250728,3446879.01632463,2009-04-13 18:00:54,35
"770",4314071.72128057,3446053.02311924,2009-04-14 00:00:53,35
"771",4313390.49558275,3445908.65925874,2009-04-14 06:00:57,35
"772",4313398.76090521,3445856.55052034,2009-04-14 12:01:22,35
"773",4313425.79502144,3445929.1580274,2009-04-14 18:00:48,35
"774",4314159.87097259,3445849.80992174,2009-04-15 00:00:55,35
"775",4314134.92579542,3445854.1613566,2009-04-15 06:01:24,35
"776",4314083.94652557,3445785.89132064,2009-04-15 12:00:56,35
"777",4314157.67284699,3445835.84307906,2009-04-15 18:00:54,35
"778",4314376.23373408,3446507.6549324,2009-04-16 00:00:48,35
"779",4313990.58036934,3446893.03960378,2009-04-16 06:00:56,35
"780",4314070.557814,3446889.91113681,2009-04-16 12:02:09,35
"781",4314017.07724945,3446927.66024829,2009-04-16 18:00:55,35
"782",4313933.62876342,3446826.85368695,2009-04-17 00:00:51,35
"783",4314039.59802427,3446893.34763455,2009-04-17 06:01:23,35
"784",4314021.15829293,3446862.61266011,2009-04-17 12:01:23,35
"785",4313996.32622101,3446874.9612809,2009-04-17 18:01:54,35
"786",4313626.15088508,3445738.35957102,2009-04-18 00:00:54,35
"787",4312101.88135973,3445111.95796366,2009-04-18 06:00:42,35
"788",4312052.74016453,3445173.64188065,2009-04-18 12:00:53,35
"789",4312130.73530228,3445242.53160631,2009-04-18 18:01:44,35
"790",4312701.76391033,3445799.3934231,2009-04-19 00:00:54,35
"791",4312612.98239606,3446311.56873904,2009-04-19 06:00:54,35
"792",4312708.72070172,3446291.22111292,2009-04-19 12:02:17,35
"793",4312709.15904911,3446322.21024269,2009-04-19 18:00:49,35
"794",4313623.55844792,3445979.3595681,2009-04-20 00:00:23,35
"795",4314085.87994795,3445851.85397704,2009-04-20 06:01:40,35
"796",4314099.21626403,3445804.67293298,2009-04-20 12:01:18,35
"797",4314157.94154244,3445854.83638862,2009-04-20 18:01:18,35
"798",4314134.85298092,3446061.13077721,2009-04-21 00:00:48,35
"799",4314088.73873999,3445841.81515696,2009-04-21 06:00:54,35
"800",4314085.30413153,3445881.85752894,2009-04-21 12:02:24,35
"801",4314089.72466809,3445840.80139553,2009-04-21 18:01:17,35
"802",4313859.98742695,3445793.05117884,2009-04-22 00:01:03,35
"803",4314075.39843082,3445818.00707862,2009-04-22 06:00:53,35
"804",4314057.70430401,3445769.26424727,2009-04-22 12:00:49,35
"805",4314095.34725614,3445884.71533766,2009-04-22 18:00:50,35
"806",4313525.69526137,3445778.77107162,2009-04-23 00:00:42,35
"807",4313397.32639066,3445896.56470024,2009-04-23 06:01:24,35
"808",4313359.3339243,3445827.11133755,2009-04-23 12:01:24,35
"809",4313372.95703144,3445870.91246812,2009-04-23 18:00:56,35
"810",4314211.07865188,3445722.10660272,2009-04-24 00:00:51,35
"811",4314092.82386994,3445847.75659101,2009-04-24 06:00:53,35
"812",4314135.37034171,3445744.17185148,2009-04-24 12:01:18,35
"813",4314171.37684428,3445814.6528804,2009-04-24 18:01:17,35
"814",4314261.95683845,3445995.34671386,2009-04-25 00:00:33,35
"815",4313360.63094686,3445848.08985903,2009-04-25 06:01:42,35
"816",4313003.32219008,3444772.29298036,2009-04-25 12:01:23,35
"817",4312835.03144266,3444825.65916264,2009-04-25 18:00:54,35
"818",4313005.64844272,3445078.21443945,2009-04-26 00:00:53,35
"819",4313029.39844855,3444847.91381024,2009-04-26 06:00:57,35
"820",4312059.78307781,3445176.54211881,2009-04-26 12:01:23,35
"821",4312051.51757984,3445228.65095301,2009-04-26 18:02:19,35
"822",4311313.99821108,3445489.01295141,2009-04-27 00:00:54,35
